user_id,variant,assignment_date,num_questions_asked_alltime,avg_word_count_alltime,quality_answer_rate_alltime,num_questions_post,avg_word_count_post,quality_answer_rate_post,asked_any_post,asked_any_alltime
8461,control,2026-06-02,6,27.7,0.667,6,27.666666666666668,0.6666666666666666,TRUE,TRUE
8462,treatment,2026-06-02,1,18,0,1,18,0,TRUE,TRUE
8463,control,2026-06-04,5,27.4,0.2,5,27.4,0.2,TRUE,TRUE
8464,treatment,2026-06-02,3,28,1,3,28,1,TRUE,TRUE
8465,treatment,2026-06-03,0,NA,NA,0,NA,NA,FALSE,FALSE
8466,control,2026-06-03,3,29.3,0.667,3,29.333333333333332,0.6666666666666666,TRUE,TRUE
8467,treatment,2026-06-02,0,NA,NA,0,NA,NA,FALSE,FALSE
8468,control,2026-06-04,1,22,0,1,22,0,TRUE,TRUE
8469,treatment,2026-06-01,2,121,1,2,121,1,TRUE,TRUE
8470,treatment,2026-06-04,3,65.7,1,3,65.66666666666667,1,TRUE,TRUE
8471,treatment,2026-06-05,5,58.4,0.8,5,58.4,0.8,TRUE,TRUE
8472,treatment,2026-06-05,3,24.3,0.667,2,27,1,TRUE,TRUE
8473,control,2026-06-03,3,37.7,1,3,37.666666666666664,1,TRUE,TRUE
8474,treatment,2026-06-03,1,29,1,1,29,1,TRUE,TRUE
8475,treatment,2026-06-03,2,40,0,1,51,0,TRUE,TRUE
8476,control,2026-06-05,0,NA,NA,0,NA,NA,FALSE,FALSE
8477,treatment,2026-06-01,4,47.8,1,4,47.75,1,TRUE,TRUE
8478,treatment,2026-06-02,2,27.5,0.5,2,27.5,0.5,TRUE,TRUE
8479,control,2026-06-01,0,NA,NA,0,NA,NA,FALSE,FALSE
8480,treatment,2026-06-05,1,98,1,1,98,1,TRUE,TRUE
8481,control,2026-06-04,3,38,0.333,3,38,0.3333333333333333,TRUE,TRUE
8482,control,2026-06-04,3,26,0.667,3,26,0.6666666666666666,TRUE,TRUE
8483,control,2026-06-02,9,39.9,1,9,39.888888888888886,1,TRUE,TRUE
8484,control,2026-06-01,2,16.5,0.5,2,16.5,0.5,TRUE,TRUE
8485,control,2026-06-03,5,46.8,1,5,46.8,1,TRUE,TRUE
8486,control,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
8487,treatment,2026-06-01,2,60.5,0.5,2,60.5,0.5,TRUE,TRUE
8488,treatment,2026-06-04,1,40,1,1,40,1,TRUE,TRUE
8489,treatment,2026-06-04,3,36,0.667,3,36,0.6666666666666666,TRUE,TRUE
8490,treatment,2026-06-04,3,39,1,3,39,1,TRUE,TRUE
8491,treatment,2026-06-02,1,49,1,1,49,1,TRUE,TRUE
8492,control,2026-06-05,9,31.6,0.556,9,31.555555555555557,0.5555555555555556,TRUE,TRUE
8493,control,2026-06-01,2,45.5,1,2,45.5,1,TRUE,TRUE
8494,treatment,2026-06-05,2,66.5,1,1,78,1,TRUE,TRUE
8495,treatment,2026-06-01,2,62.5,1,2,62.5,1,TRUE,TRUE
8496,control,2026-06-02,2,24,1,2,24,1,TRUE,TRUE
8497,control,2026-06-04,1,19,0,1,19,0,TRUE,TRUE
8498,control,2026-06-01,4,27,0.5,4,27,0.5,TRUE,TRUE
8499,control,2026-06-01,5,32.4,0.6,5,32.4,0.6,TRUE,TRUE
8500,treatment,2026-06-05,4,71.8,1,4,71.75,1,TRUE,TRUE
8501,control,2026-06-03,8,34,0.75,8,34,0.75,TRUE,TRUE
8502,control,2026-06-04,1,58,1,1,58,1,TRUE,TRUE
8503,treatment,2026-06-03,13,39.8,0.769,11,40.18181818181818,0.8181818181818182,TRUE,TRUE
8504,control,2026-06-02,3,40,0.667,3,40,0.6666666666666666,TRUE,TRUE
8505,treatment,2026-06-05,0,NA,NA,0,NA,NA,FALSE,FALSE
8506,control,2026-06-01,1,36,1,1,36,1,TRUE,TRUE
8507,treatment,2026-06-01,4,59.5,0.75,4,59.5,0.75,TRUE,TRUE
8508,control,2026-06-01,2,53,0.5,2,53,0.5,TRUE,TRUE
8509,treatment,2026-06-01,6,42.7,0.667,6,42.666666666666664,0.6666666666666666,TRUE,TRUE
8510,treatment,2026-06-03,4,43.2,1,4,43.25,1,TRUE,TRUE
8511,treatment,2026-06-02,2,42,0.5,2,42,0.5,TRUE,TRUE
8512,control,2026-06-05,2,30.5,0,2,30.5,0,TRUE,TRUE
8513,treatment,2026-06-05,4,54.2,0.75,4,54.25,0.75,TRUE,TRUE
8514,treatment,2026-06-01,4,38.5,0.5,4,38.5,0.5,TRUE,TRUE
8515,treatment,2026-06-02,3,80.3,1,3,80.33333333333333,1,TRUE,TRUE
8516,control,2026-06-03,0,NA,NA,0,NA,NA,FALSE,FALSE
8517,treatment,2026-06-03,5,45.4,0.8,5,45.4,0.8,TRUE,TRUE
8518,control,2026-06-04,1,34,1,1,34,1,TRUE,TRUE
8519,treatment,2026-06-03,1,75,0,1,75,0,TRUE,TRUE
8520,control,2026-06-03,8,35.2,0.75,8,35.25,0.75,TRUE,TRUE
8521,control,2026-06-02,2,33,0.5,2,33,0.5,TRUE,TRUE
8522,control,2026-06-03,1,15,0,1,15,0,TRUE,TRUE
8523,control,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
8524,control,2026-06-05,9,28.6,0.889,9,28.555555555555557,0.8888888888888888,TRUE,TRUE
8525,control,2026-06-01,0,NA,NA,0,NA,NA,FALSE,FALSE
8526,treatment,2026-06-02,1,12,1,1,12,1,TRUE,TRUE
8527,control,2026-06-05,2,16.5,0.5,2,16.5,0.5,TRUE,TRUE
8528,control,2026-06-03,1,24,1,1,24,1,TRUE,TRUE
8529,control,2026-06-04,2,44.5,1,2,44.5,1,TRUE,TRUE
8530,treatment,2026-06-02,4,51,1,4,51,1,TRUE,TRUE
8531,treatment,2026-06-01,1,31,1,1,31,1,TRUE,TRUE
8532,control,2026-06-04,2,28,0.5,2,28,0.5,TRUE,TRUE
8533,treatment,2026-06-03,2,54,0.5,2,54,0.5,TRUE,TRUE
8534,treatment,2026-06-02,1,61,1,1,61,1,TRUE,TRUE
8535,treatment,2026-06-02,1,31,1,1,31,1,TRUE,TRUE
8536,control,2026-06-01,2,43.5,0.5,2,43.5,0.5,TRUE,TRUE
8537,treatment,2026-06-05,3,30.7,0.667,3,30.666666666666668,0.6666666666666666,TRUE,TRUE
8538,control,2026-06-01,3,45.3,0,3,45.333333333333336,0,TRUE,TRUE
8539,treatment,2026-06-05,4,51.8,0.75,3,53.666666666666664,1,TRUE,TRUE
8540,control,2026-06-02,8,38.4,0.75,8,38.375,0.75,TRUE,TRUE
8541,treatment,2026-06-04,5,37.6,0.8,5,37.6,0.8,TRUE,TRUE
8542,treatment,2026-06-04,3,29.3,1,2,23.5,1,TRUE,TRUE
8543,control,2026-06-04,5,38.8,0.4,5,38.8,0.4,TRUE,TRUE
8544,control,2026-06-02,1,13,0,1,13,0,TRUE,TRUE
8545,treatment,2026-06-03,3,81.3,0.667,3,81.33333333333333,0.6666666666666666,TRUE,TRUE
8546,control,2026-06-02,1,42,1,1,42,1,TRUE,TRUE
8547,control,2026-06-03,2,47,0,2,47,0,TRUE,TRUE
8548,treatment,2026-06-02,5,51.8,0.6,5,51.8,0.6,TRUE,TRUE
8549,treatment,2026-06-01,2,58.5,0.5,2,58.5,0.5,TRUE,TRUE
8550,treatment,2026-06-01,1,59,1,1,59,1,TRUE,TRUE
8551,treatment,2026-06-02,3,48.7,1,3,48.666666666666664,1,TRUE,TRUE
8552,control,2026-06-05,11,37.5,0.818,11,37.54545454545455,0.8181818181818182,TRUE,TRUE
8553,treatment,2026-06-02,12,44.8,0.583,12,44.75,0.5833333333333334,TRUE,TRUE
8554,control,2026-06-05,9,33.6,0.778,8,34.625,0.875,TRUE,TRUE
8555,treatment,2026-06-04,3,63,0.333,3,63,0.3333333333333333,TRUE,TRUE
8556,treatment,2026-06-03,2,42.5,0.5,2,42.5,0.5,TRUE,TRUE
8557,treatment,2026-06-01,4,40,0.5,4,40,0.5,TRUE,TRUE
8558,control,2026-06-01,9,34.6,0.778,9,34.55555555555556,0.7777777777777778,TRUE,TRUE
8559,control,2026-06-01,1,41,0,1,41,0,TRUE,TRUE
8560,control,2026-06-01,7,31.9,0.571,7,31.857142857142858,0.5714285714285714,TRUE,TRUE
8561,control,2026-06-04,2,30,1,2,30,1,TRUE,TRUE
8562,control,2026-06-01,3,28,1,3,28,1,TRUE,TRUE
8563,treatment,2026-06-05,4,39.8,0.75,4,39.75,0.75,TRUE,TRUE
8564,control,2026-06-03,2,29,0.5,2,29,0.5,TRUE,TRUE
8565,treatment,2026-06-05,2,27.5,0,2,27.5,0,TRUE,TRUE
8566,treatment,2026-06-01,1,19,0,1,19,0,TRUE,TRUE
8567,control,2026-06-01,3,31,1,3,31,1,TRUE,TRUE
8568,control,2026-06-05,1,18,1,1,18,1,TRUE,TRUE
8569,treatment,2026-06-05,4,36,1,4,36,1,TRUE,TRUE
8570,treatment,2026-06-02,3,40,0.667,3,40,0.6666666666666666,TRUE,TRUE
8571,treatment,2026-06-01,2,40.5,1,2,40.5,1,TRUE,TRUE
8572,control,2026-06-03,1,9,1,1,9,1,TRUE,TRUE
8573,treatment,2026-06-04,1,25,1,1,25,1,TRUE,TRUE
8574,treatment,2026-06-03,3,52,0.667,3,52,0.6666666666666666,TRUE,TRUE
8575,treatment,2026-06-03,5,56,0.8,5,56,0.8,TRUE,TRUE
8576,treatment,2026-06-03,3,66.3,0.667,3,66.33333333333333,0.6666666666666666,TRUE,TRUE
8577,treatment,2026-06-03,6,39.3,0.667,5,44.4,0.6,TRUE,TRUE
8578,treatment,2026-06-04,6,54.8,0.833,5,50.8,0.8,TRUE,TRUE
8579,control,2026-06-04,5,47.8,1,4,45.75,1,TRUE,TRUE
8580,control,2026-06-04,5,35.8,0.4,5,35.8,0.4,TRUE,TRUE
8581,control,2026-06-04,1,44,1,1,44,1,TRUE,TRUE
8582,treatment,2026-06-05,2,39.5,1,2,39.5,1,TRUE,TRUE
8583,control,2026-06-05,1,36,1,1,36,1,TRUE,TRUE
8584,treatment,2026-06-01,5,59.8,0.6,5,59.8,0.6,TRUE,TRUE
8585,control,2026-06-05,5,54.2,0.6,5,54.2,0.6,TRUE,TRUE
8586,control,2026-06-02,3,28.7,1,3,28.666666666666668,1,TRUE,TRUE
8587,control,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
8588,control,2026-06-03,8,38.5,0.875,8,38.5,0.875,TRUE,TRUE
8589,control,2026-06-03,3,37.3,0.667,3,37.333333333333336,0.6666666666666666,TRUE,TRUE
8590,treatment,2026-06-03,6,66,0.833,6,66,0.8333333333333334,TRUE,TRUE
8591,control,2026-06-04,1,25,1,1,25,1,TRUE,TRUE
8592,control,2026-06-04,2,34,0.5,2,34,0.5,TRUE,TRUE
8593,treatment,2026-06-03,2,74.5,1,2,74.5,1,TRUE,TRUE
8594,control,2026-06-05,11,36.5,0.909,11,36.54545454545455,0.9090909090909091,TRUE,TRUE
8595,control,2026-06-04,1,19,0,1,19,0,TRUE,TRUE
8596,control,2026-06-04,1,33,0,1,33,0,TRUE,TRUE
8597,control,2026-06-04,3,28.3,1,3,28.333333333333332,1,TRUE,TRUE
8598,treatment,2026-06-04,4,35.2,1,4,35.25,1,TRUE,TRUE
8599,treatment,2026-06-01,1,51,1,1,51,1,TRUE,TRUE
8600,treatment,2026-06-05,5,48.4,0.8,4,55.25,0.75,TRUE,TRUE
8601,treatment,2026-06-02,0,NA,NA,0,NA,NA,FALSE,FALSE
8602,control,2026-06-02,3,24,0.667,3,24,0.6666666666666666,TRUE,TRUE
8603,treatment,2026-06-04,4,43.8,1,4,43.75,1,TRUE,TRUE
8604,control,2026-06-04,6,33,0.5,6,33,0.5,TRUE,TRUE
8605,control,2026-06-01,1,71,0,1,71,0,TRUE,TRUE
8606,treatment,2026-06-04,3,58.3,1,3,58.333333333333336,1,TRUE,TRUE
8607,treatment,2026-06-01,3,38.7,0.333,3,38.666666666666664,0.3333333333333333,TRUE,TRUE
8608,control,2026-06-03,2,18.5,1,2,18.5,1,TRUE,TRUE
8609,control,2026-06-05,2,16.5,0.5,2,16.5,0.5,TRUE,TRUE
8610,control,2026-06-02,3,25.3,1,3,25.333333333333332,1,TRUE,TRUE
8611,treatment,2026-06-03,2,45.5,0.5,2,45.5,0.5,TRUE,TRUE
8612,control,2026-06-04,4,19.5,0.75,4,19.5,0.75,TRUE,TRUE
8613,treatment,2026-06-05,2,98,0.5,2,98,0.5,TRUE,TRUE
8614,treatment,2026-06-03,1,85,0,1,85,0,TRUE,TRUE
8615,control,2026-06-01,4,22.2,1,4,22.25,1,TRUE,TRUE
8616,control,2026-06-03,6,22.7,0.667,6,22.666666666666668,0.6666666666666666,TRUE,TRUE
8617,control,2026-06-03,1,21,1,1,21,1,TRUE,TRUE
8618,treatment,2026-06-03,7,45.6,0.429,7,45.57142857142857,0.42857142857142855,TRUE,TRUE
8619,control,2026-06-02,2,63.5,1,2,63.5,1,TRUE,TRUE
8620,control,2026-06-05,3,60.3,0.667,3,60.333333333333336,0.6666666666666666,TRUE,TRUE
8621,control,2026-06-03,3,23.3,1,3,23.333333333333332,1,TRUE,TRUE
8622,treatment,2026-06-04,5,44,0.6,5,44,0.6,TRUE,TRUE
8623,control,2026-06-03,1,42,1,1,42,1,TRUE,TRUE
8624,control,2026-06-05,3,36,0.667,3,36,0.6666666666666666,TRUE,TRUE
8625,treatment,2026-06-05,6,63.3,0.667,6,63.333333333333336,0.6666666666666666,TRUE,TRUE
8626,treatment,2026-06-05,3,62.7,0.667,3,62.666666666666664,0.6666666666666666,TRUE,TRUE
8627,treatment,2026-06-03,2,50.5,1,2,50.5,1,TRUE,TRUE
8628,treatment,2026-06-02,1,16,1,1,16,1,TRUE,TRUE
8629,control,2026-06-03,4,38.2,0.75,3,41.333333333333336,0.6666666666666666,TRUE,TRUE
8630,control,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
8631,control,2026-06-01,0,NA,NA,0,NA,NA,FALSE,FALSE
8632,control,2026-06-05,3,44.7,1,3,44.666666666666664,1,TRUE,TRUE
8633,control,2026-06-02,2,29.5,1,2,29.5,1,TRUE,TRUE
8634,control,2026-06-05,3,31,1,3,31,1,TRUE,TRUE
8635,control,2026-06-01,1,29,0,1,29,0,TRUE,TRUE
8636,treatment,2026-06-03,9,55,0.556,9,55,0.5555555555555556,TRUE,TRUE
8637,treatment,2026-06-02,1,65,1,1,65,1,TRUE,TRUE
8638,treatment,2026-06-01,10,36.2,0.8,10,36.2,0.8,TRUE,TRUE
8639,treatment,2026-06-01,3,44.7,1,3,44.666666666666664,1,TRUE,TRUE
8640,treatment,2026-06-04,3,51,0.667,3,51,0.6666666666666666,TRUE,TRUE
8641,control,2026-06-02,7,27.7,0.857,7,27.714285714285715,0.8571428571428571,TRUE,TRUE
8642,control,2026-06-03,2,29,0.5,1,25,0,TRUE,TRUE
8643,treatment,2026-06-02,2,38,0.5,2,38,0.5,TRUE,TRUE
8644,treatment,2026-06-04,3,45.3,0.667,3,45.333333333333336,0.6666666666666666,TRUE,TRUE
8645,control,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
8646,control,2026-06-02,0,NA,NA,0,NA,NA,FALSE,FALSE
8647,treatment,2026-06-04,2,49.5,1,2,49.5,1,TRUE,TRUE
8648,treatment,2026-06-01,1,34,0,1,34,0,TRUE,TRUE
8649,treatment,2026-06-04,3,29.3,0.667,3,29.333333333333332,0.6666666666666666,TRUE,TRUE
8650,control,2026-06-03,4,18.2,1,4,18.25,1,TRUE,TRUE
8651,treatment,2026-06-01,0,NA,NA,0,NA,NA,FALSE,FALSE
8652,treatment,2026-06-01,2,40.5,1,2,40.5,1,TRUE,TRUE
8653,control,2026-06-05,2,41,1,2,41,1,TRUE,TRUE
8654,control,2026-06-03,7,26.3,0.429,7,26.285714285714285,0.42857142857142855,TRUE,TRUE
8655,treatment,2026-06-02,1,76,1,1,76,1,TRUE,TRUE
8656,control,2026-06-01,1,18,1,1,18,1,TRUE,TRUE
8657,control,2026-06-01,2,20.5,0.5,2,20.5,0.5,TRUE,TRUE
8658,control,2026-06-02,2,95,1,2,95,1,TRUE,TRUE
8659,treatment,2026-06-01,4,45.5,0.5,4,45.5,0.5,TRUE,TRUE
8660,treatment,2026-06-03,2,64.5,0.5,2,64.5,0.5,TRUE,TRUE
8661,treatment,2026-06-01,1,24,1,1,24,1,TRUE,TRUE
8662,treatment,2026-06-03,3,47.3,1,2,48,1,TRUE,TRUE
8663,treatment,2026-06-05,4,71.2,1,4,71.25,1,TRUE,TRUE
8664,treatment,2026-06-02,0,NA,NA,0,NA,NA,FALSE,FALSE
8665,control,2026-06-02,3,28.7,1,3,28.666666666666668,1,TRUE,TRUE
8666,control,2026-06-03,1,60,1,1,60,1,TRUE,TRUE
8667,control,2026-06-05,1,10,0,1,10,0,TRUE,TRUE
8668,control,2026-06-01,1,45,0,1,45,0,TRUE,TRUE
8669,control,2026-06-03,3,34.3,0.667,3,34.333333333333336,0.6666666666666666,TRUE,TRUE
8670,treatment,2026-06-04,3,87.7,0.667,3,87.66666666666667,0.6666666666666666,TRUE,TRUE
8671,treatment,2026-06-03,7,58.3,0.571,7,58.285714285714285,0.5714285714285714,TRUE,TRUE
8672,control,2026-06-02,1,16,1,1,16,1,TRUE,TRUE
8673,control,2026-06-02,2,22.5,1,2,22.5,1,TRUE,TRUE
8674,treatment,2026-06-02,0,NA,NA,0,NA,NA,FALSE,FALSE
8675,treatment,2026-06-03,2,55.5,1,2,55.5,1,TRUE,TRUE
8676,treatment,2026-06-03,2,51.5,1,2,51.5,1,TRUE,TRUE
8677,treatment,2026-06-02,6,33.7,0.667,6,33.666666666666664,0.6666666666666666,TRUE,TRUE
8678,treatment,2026-06-02,4,40,0.5,4,40,0.5,TRUE,TRUE
8679,control,2026-06-03,9,30.9,0.667,8,31.5,0.625,TRUE,TRUE
8680,control,2026-06-02,8,26.9,0.875,7,24.285714285714285,0.8571428571428571,TRUE,TRUE
8681,control,2026-06-02,1,25,1,1,25,1,TRUE,TRUE
8682,control,2026-06-05,2,37.5,1,2,37.5,1,TRUE,TRUE
8683,control,2026-06-01,1,28,1,1,28,1,TRUE,TRUE
8684,treatment,2026-06-04,3,35,1,3,35,1,TRUE,TRUE
8685,treatment,2026-06-03,2,43,0,2,43,0,TRUE,TRUE
8686,control,2026-06-04,3,27,0.667,3,27,0.6666666666666666,TRUE,TRUE
8687,treatment,2026-06-03,0,NA,NA,0,NA,NA,FALSE,FALSE
8688,control,2026-06-04,2,21,0,2,21,0,TRUE,TRUE
8689,control,2026-06-04,5,44.6,1,4,52.5,1,TRUE,TRUE
8690,treatment,2026-06-03,1,27,0,1,27,0,TRUE,TRUE
8691,control,2026-06-03,4,51.5,0.25,4,51.5,0.25,TRUE,TRUE
8692,control,2026-06-03,1,43,1,1,43,1,TRUE,TRUE
8693,treatment,2026-06-02,2,31.5,0.5,2,31.5,0.5,TRUE,TRUE
8694,control,2026-06-05,1,18,1,1,18,1,TRUE,TRUE
8695,control,2026-06-03,3,33.3,0.333,3,33.333333333333336,0.3333333333333333,TRUE,TRUE
8696,control,2026-06-05,10,41.4,1,10,41.4,1,TRUE,TRUE
8697,treatment,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
8698,treatment,2026-06-03,2,40,0,2,40,0,TRUE,TRUE
8699,treatment,2026-06-05,3,45.7,0.667,3,45.666666666666664,0.6666666666666666,TRUE,TRUE
8700,control,2026-06-02,1,25,1,1,25,1,TRUE,TRUE
8701,treatment,2026-06-03,2,53.5,0.5,2,53.5,0.5,TRUE,TRUE
8702,control,2026-06-01,5,25.4,0.6,5,25.4,0.6,TRUE,TRUE
8703,control,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
8704,control,2026-06-01,2,34.5,0.5,2,34.5,0.5,TRUE,TRUE
8705,treatment,2026-06-02,2,35,1,2,35,1,TRUE,TRUE
8706,control,2026-06-02,2,29.5,0.5,2,29.5,0.5,TRUE,TRUE
8707,treatment,2026-06-05,3,39.3,0.667,3,39.333333333333336,0.6666666666666666,TRUE,TRUE
8708,control,2026-06-01,3,19.3,0.667,3,19.333333333333332,0.6666666666666666,TRUE,TRUE
8709,control,2026-06-03,3,30.7,1,3,30.666666666666668,1,TRUE,TRUE
8710,control,2026-06-02,5,31,0.4,5,31,0.4,TRUE,TRUE
8711,control,2026-06-02,0,NA,NA,0,NA,NA,FALSE,FALSE
8712,treatment,2026-06-04,2,31,1,2,31,1,TRUE,TRUE
8713,control,2026-06-04,12,42.8,0.75,11,42.09090909090909,0.7272727272727273,TRUE,TRUE
8714,treatment,2026-06-05,1,67,0,1,67,0,TRUE,TRUE
8715,control,2026-06-04,2,61.5,0.5,1,80,1,TRUE,TRUE
8716,control,2026-06-02,7,27.4,0.571,6,28.166666666666668,0.6666666666666666,TRUE,TRUE
8717,treatment,2026-06-04,8,45.4,0.75,8,45.375,0.75,TRUE,TRUE
8718,control,2026-06-03,0,NA,NA,0,NA,NA,FALSE,FALSE
8719,control,2026-06-01,4,41,1,4,41,1,TRUE,TRUE
8720,treatment,2026-06-03,3,49.7,1,3,49.666666666666664,1,TRUE,TRUE
8721,treatment,2026-06-05,5,33.8,0.8,5,33.8,0.8,TRUE,TRUE
8722,control,2026-06-01,3,47.7,0.333,3,47.666666666666664,0.3333333333333333,TRUE,TRUE
8723,treatment,2026-06-03,1,76,1,1,76,1,TRUE,TRUE
8724,control,2026-06-05,1,84,1,1,84,1,TRUE,TRUE
8725,control,2026-06-02,1,29,0,1,29,0,TRUE,TRUE
8726,treatment,2026-06-04,2,62,1,2,62,1,TRUE,TRUE
8727,treatment,2026-06-04,2,25.5,0.5,2,25.5,0.5,TRUE,TRUE
8728,treatment,2026-06-03,1,33,1,1,33,1,TRUE,TRUE
8729,treatment,2026-06-01,2,39.5,0.5,2,39.5,0.5,TRUE,TRUE
8730,control,2026-06-04,5,35.2,0.8,5,35.2,0.8,TRUE,TRUE
8731,treatment,2026-06-04,6,31.7,0.5,6,31.666666666666668,0.5,TRUE,TRUE
8732,control,2026-06-01,3,22.3,0.667,3,22.333333333333332,0.6666666666666666,TRUE,TRUE
8733,treatment,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
8734,treatment,2026-06-01,3,45.3,0.667,3,45.333333333333336,0.6666666666666666,TRUE,TRUE
8735,treatment,2026-06-01,7,45.7,1,7,45.714285714285715,1,TRUE,TRUE
8736,treatment,2026-06-04,2,65,1,2,65,1,TRUE,TRUE
8737,treatment,2026-06-05,1,41,0,1,41,0,TRUE,TRUE
8738,treatment,2026-06-03,3,63.3,1,3,63.333333333333336,1,TRUE,TRUE
8739,treatment,2026-06-02,12,43.1,0.75,12,43.083333333333336,0.75,TRUE,TRUE
8740,control,2026-06-04,2,28,0.5,2,28,0.5,TRUE,TRUE
8741,treatment,2026-06-05,1,51,1,1,51,1,TRUE,TRUE
8742,treatment,2026-06-05,3,33,0.667,3,33,0.6666666666666666,TRUE,TRUE
8743,treatment,2026-06-02,6,54.8,1,6,54.833333333333336,1,TRUE,TRUE
8744,control,2026-06-04,3,41.3,0.333,3,41.333333333333336,0.3333333333333333,TRUE,TRUE
8745,treatment,2026-06-01,2,43,1,2,43,1,TRUE,TRUE
8746,control,2026-06-03,4,30.8,1,4,30.75,1,TRUE,TRUE
8747,control,2026-06-01,1,26,0,1,26,0,TRUE,TRUE
8748,treatment,2026-06-05,4,75.5,1,4,75.5,1,TRUE,TRUE
8749,control,2026-06-02,2,17,0.5,2,17,0.5,TRUE,TRUE
8750,treatment,2026-06-03,2,62.5,1,2,62.5,1,TRUE,TRUE
8751,control,2026-06-05,1,43,1,1,43,1,TRUE,TRUE
8752,control,2026-06-02,7,31.3,0.857,7,31.285714285714285,0.8571428571428571,TRUE,TRUE
8753,control,2026-06-04,1,16,0,1,16,0,TRUE,TRUE
8754,control,2026-06-04,6,40.3,0.333,5,44,0.4,TRUE,TRUE
8755,treatment,2026-06-01,6,38.8,0.667,6,38.833333333333336,0.6666666666666666,TRUE,TRUE
8756,control,2026-06-01,3,33.7,0.667,3,33.666666666666664,0.6666666666666666,TRUE,TRUE
8757,treatment,2026-06-04,14,37.4,0.643,14,37.357142857142854,0.6428571428571429,TRUE,TRUE
8758,treatment,2026-06-03,6,48.8,0.667,6,48.833333333333336,0.6666666666666666,TRUE,TRUE
8759,control,2026-06-01,2,27,1,2,27,1,TRUE,TRUE
8760,treatment,2026-06-03,11,52.5,0.818,11,52.45454545454545,0.8181818181818182,TRUE,TRUE
8761,treatment,2026-06-03,2,28.5,0.5,2,28.5,0.5,TRUE,TRUE
8762,control,2026-06-05,6,25.7,1,6,25.666666666666668,1,TRUE,TRUE
8763,control,2026-06-03,1,29,1,1,29,1,TRUE,TRUE
8764,control,2026-06-03,1,23,1,1,23,1,TRUE,TRUE
8765,control,2026-06-03,9,24.1,0.222,9,24.11111111111111,0.2222222222222222,TRUE,TRUE
8766,control,2026-06-01,4,29.8,1,4,29.75,1,TRUE,TRUE
8767,treatment,2026-06-01,3,51.3,0.667,3,51.333333333333336,0.6666666666666666,TRUE,TRUE
8768,treatment,2026-06-02,2,43.5,0.5,2,43.5,0.5,TRUE,TRUE
8769,treatment,2026-06-01,3,42.7,1,3,42.666666666666664,1,TRUE,TRUE
8770,treatment,2026-06-01,2,102.5,0.5,2,102.5,0.5,TRUE,TRUE
8771,control,2026-06-02,4,41.5,0.5,4,41.5,0.5,TRUE,TRUE
8772,treatment,2026-06-04,2,66,1,2,66,1,TRUE,TRUE
8773,control,2026-06-04,6,47.7,1,6,47.666666666666664,1,TRUE,TRUE
8774,treatment,2026-06-04,5,62,0.6,5,62,0.6,TRUE,TRUE
8775,control,2026-06-02,4,50.8,0.25,4,50.75,0.25,TRUE,TRUE
8776,treatment,2026-06-02,2,56.5,1,2,56.5,1,TRUE,TRUE
8777,treatment,2026-06-01,9,45.4,0.889,9,45.44444444444444,0.8888888888888888,TRUE,TRUE
8778,treatment,2026-06-03,1,15,1,1,15,1,TRUE,TRUE
8779,treatment,2026-06-02,1,71,1,1,71,1,TRUE,TRUE
8780,treatment,2026-06-05,2,56.5,0.5,2,56.5,0.5,TRUE,TRUE
8781,treatment,2026-06-05,1,23,1,1,23,1,TRUE,TRUE
8782,control,2026-06-05,9,28.8,0.667,8,30.125,0.625,TRUE,TRUE
8783,treatment,2026-06-04,6,52.3,0.5,5,32,0.4,TRUE,TRUE
8784,treatment,2026-06-04,2,22.5,0,2,22.5,0,TRUE,TRUE
8785,control,2026-06-01,3,42,1,3,42,1,TRUE,TRUE
8786,treatment,2026-06-02,1,35,1,1,35,1,TRUE,TRUE
8787,control,2026-06-03,2,26,0,2,26,0,TRUE,TRUE
8788,control,2026-06-02,3,24.3,1,3,24.333333333333332,1,TRUE,TRUE
8789,control,2026-06-03,2,25,1,2,25,1,TRUE,TRUE
8790,treatment,2026-06-04,8,46.6,0.75,8,46.625,0.75,TRUE,TRUE
8791,control,2026-06-01,3,39.3,0.333,3,39.333333333333336,0.3333333333333333,TRUE,TRUE
8792,treatment,2026-06-03,2,60.5,1,2,60.5,1,TRUE,TRUE
8793,treatment,2026-06-05,3,29.3,0.667,1,47,1,TRUE,TRUE
8794,treatment,2026-06-05,5,61.8,0.8,4,60,0.75,TRUE,TRUE
8795,treatment,2026-06-05,0,NA,NA,0,NA,NA,FALSE,FALSE
8796,control,2026-06-01,0,NA,NA,0,NA,NA,FALSE,FALSE
8797,control,2026-06-05,9,27,0.333,9,27,0.3333333333333333,TRUE,TRUE
8798,control,2026-06-02,2,16.5,0.5,2,16.5,0.5,TRUE,TRUE
